code,name,district,region,percentage_pass,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,ownership,ward,number_enrolled,number_teaching_staff,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,candidates,number_pass,percentage_pass_change,longitude,latitude,Location
S2840,Mengeni Secondary School,Rombo,Kilimanjaro,79,1346,94,21,22.34042553,2950,secondary,government,Mengeni,266,15,3,0,42,33,56.65957447,,,
S2841,Nanjara Secondary School,Rombo,Kilimanjaro,48,2418,165,38,23.03030303,2895,secondary,government,Nanjara Reha,433,20,3,0,103,49,24.96969697,,,
S2842,Urauri Secondary School,Rombo,Kilimanjaro,45,3185,136,60,44.11764706,1636,secondary,government,Nanjara Reha,380,16,3,0,86,39,0.882352941,,,
S2843,Kelamfua Secondary School,Rombo,Kilimanjaro,68,1561,108,39,36.11111111,1756,secondary,government,Kelamfua Mukaza,326,22,3,0,115,78,31.88888889,,,
S2844,Ubaa Secondary School,Rombo,Kilimanjaro,68,1135,140,50,35.71428571,1501,secondary,government,Ushiri,491,18,4,0,109,74,32.28571429,37.6013818653,-3.1838166384,"(-3.1838166384, 37.6013818653)"
S2845,Booni Secondary School,Rombo,Kilimanjaro,79,1264,100,47,47,1156,secondary,government,Aleni,299,11,6,0,90,71,32,,,
S2846,Main Greenhill Secondary School,Ilala Municipal,Dar es Salaam,100,244,33,31,93.93939394,296,secondary,non-government,,,,,,68,68,6.060606061,39.11947289,-6.890790235,"(-6.890790235, 39.11947289)"
S2847,Nduweni Secondary School,Rombo,Kilimanjaro,65,1818,100,43,43,1444,secondary,government,Motamburu/tarakea,228,18,7,0,74,48,22,,,
S2848,Kwalakamu Secondary School,Rombo,Kilimanjaro,53,2256,115,44,38.26086957,1911,secondary,government,Kitirima- Kingachi,323,17,4,0,57,30,14.73913043,,,
S2849,Mashati Secondary School,Rombo,Kilimanjaro,62,1588,212,87,41.03773585,1531,secondary,government,Katangara Mrere,524,22,3,0,134,83,20.96226415,,,
S2850,Mamsera Secondary School,Rombo,Kilimanjaro,49,3113,75,10,13.33333333,3836,secondary,government,Mamsera,146,12,4,0,45,22,35.66666667,,,
S2851,Mema Secondary School,Rombo,Kilimanjaro,61,2177,82,37,45.12195122,1132,secondary,government,Manda,289,16,3,0,56,34,15.87804878,,,
S2852,Umarini Secondary School,Rombo,Kilimanjaro,48,1934,97,34,35.05154639,1963,secondary,government,Kirongo Samanga,164,9,5,0,48,23,12.94845361,,,
S2853,Kaheusseri Secondary School,Rombo,Kilimanjaro,64,1089,151,80,52.98013245,835,secondary,,,,,,,85,54,11.01986755,,,
S2854,Mbomai Secondary School,Rombo,Kilimanjaro,56,1673,130,59,45.38461538,1238,secondary,government,Tarakea- Motamburtu,497,14,4,0,104,58,10.61538462,,,
S2855,Kirachi Secondary School,Rombo,Kilimanjaro,69,1139,144,66,45.83333333,1200,secondary,government,Kisale/msaranga,299,8,3,0,55,38,23.16666667,,,
S2856,Makiidi Secondary School,Rombo,Kilimanjaro,55,2070,124,44,35.48387097,1874,secondary,government,Makiidi,325,22,4,0,85,47,19.51612903,,,
S2857,Maki Secondary School,Rombo,Kilimanjaro,88,880,142,46,32.3943662,2404,secondary,government,Marangu/kitowo,362,14,3,0,67,59,55.6056338,,,
S2858,Sua Secondary School,Morogoro Municipal,Morogoro,38,3459,149,41,27.51677852,2678,secondary,government,Mbuyuni,653,41,,,120,45,10.48322148,37.6577058718,-6.8410529741,"(-6.8410529741, 37.6577058718)"
S2859,Mafiga Secondary School,Morogoro Municipal,Morogoro,25,4084,243,36,14.81481481,3661,secondary,government,Mafiga,805,69,3,1,171,43,10.18518519,37.6511587145,-6.8300105814,"(-6.8300105814, 37.6511587145)"
S2860,Mjimpya Secondary School,Morogoro Municipal,Morogoro,31,3852,87,13,14.94252874,3846,secondary,,,,,,,98,30,16.05747126,,,
S2861,Kauzeni Secondary School,Morogoro Municipal,Morogoro,59,2246,45,12,26.66666667,2458,secondary,government,Kauzeni,179,22,1,0,22,13,32.33333333,,,
S2862,Nanenane Secondary School,Morogoro Municipal,Morogoro,26,3993,226,45,19.91150442,3525,secondary,government,Mji Mkuu,428,56,,,87,23,6.088495575,37.6882109841,-6.793323084,"(-6.793323084, 37.6882109841)"
S2863,Tubuyu Secondary School,Morogoro Municipal,Morogoro,27,3919,102,21,20.58823529,3461,secondary,government,Boma,289,56,1,,71,19,6.411764706,37.7019910251,-6.7863331934,"(-6.7863331934, 37.7019910251)"
S2864,Mwanihana Secondary School,Kilombero,Morogoro,37,3732,98,19,19.3877551,3278,secondary,government,Mkula,333,23,2,0,70,26,17.6122449,36.9053372456,-7.8051776219,"(-7.8051776219, 36.9053372456)"
S2865,Kwashungu Secondary School,Kilombero,Morogoro,30,3604,143,21,14.68531469,3727,secondary,government,Ifakara,542,35,2,0,125,37,15.31468531,,,
S2866,Masaki Secondary School,Kisarawe,Pwani,29,3821,63,4,6.349206349,4073,secondary,government,Masaki,228,35,,,42,12,22.65079365,,,
S2867,Bujingwa Secondary School,Ilemela,Mwanza,53,2098,94,44,46.80851064,1275,secondary,government,Buswelu,830,35,2,0,104,55,6.191489362,32.9821720338,-2.5028210358,"(-2.5028210358, 32.9821720338)"
S2869,Muhandu Secondary School,Nyamagana,Mwanza,55,2171,181,66,36.4640884,2676,secondary,,,,,,,166,92,18.5359116,32.9665187599,-2.5602701484,"(-2.5602701484, 32.9665187599)"
S2870,Shibula Secondary School,Ilemela,Mwanza,48,3040,93,33,35.48387097,2273,secondary,government,Bugogwa,717,25,1,0,69,33,12.51612903,,,
S2871,Lukobe Secondary School,Ilemela,Mwanza,43,3319,77,27,35.06493506,2061,secondary,government,Ilemela,687,26,1,0,68,29,7.935064935,,,
S2872,Lwanhima Secondary School,Nyamagana,Mwanza,58,2332,75,36,48,977,secondary,,,,,,,65,38,10,32.9612544178,-2.6217724804,"(-2.6217724804, 32.9612544178)"
S2873,Matala Secondary School,Moshi,Kilimanjaro,48,3286,184,39,21.19565217,2903,secondary,government,Mwika Kusini,320,18,0,0,73,35,26.80434783,,,
S2874,Nyamiongo Secondary School,Musoma Municipal,Mara,48,2696,92,23,25,3041,secondary,government,Makoko,465,19,,3,107,51,23,,,
S2875,Nyabisare Secondary School,Musoma Municipal,Mara,36,3360,66,16,24.24242424,3411,secondary,government,,418,21,,,97,35,11.75757576,33.8343097134,-1.5501828818,"(-1.5501828818, 33.8343097134)"
S2876,Baruti Secondary School,Musoma Municipal,Mara,59,1908,93,38,40.86021505,1723,secondary,government,,271,18,,,135,79,18.13978495,33.8162301397,-1.5198665936,"(-1.5198665936, 33.8162301397)"
S2877,Ibra Secondary School,Kondoa,Dodoma,91,477,84,17,20.23809524,2856,secondary,non-government,Kondoa,131,17,14,,33,30,70.76190476,35.7598949128,-4.8991389966,"(-4.8991389966, 35.7598949128)"
S2878,Bright Angels Secondary School,Mkuranga,Pwani,100,251,21,21,100,163,secondary,,,,,,,38,38,0,,,
S2879,Kidete Secondary School,Temeke Municipal,Dar es Salaam,34,3862,124,23,18.5483871,3392,secondary,,Mji Mwema,499,23,2,1,131,45,15.4516129,39.37816294,-6.862550289,"(-6.862550289, 39.37816294)"
S2880,Oldonyo Lengai Secondary School,Monduli,Arusha,25,4173,61,19,31.14754098,2880,secondary,,,,,,,53,13,-6.147540984,,,
S2881,Nanja Secondary School,Monduli,Arusha,71,1355,106,53,50,1340,secondary,government,Sepeko,535,33,8,0,89,63,21,36.2960850264,-3.4049461376,"(-3.4049461376, 36.2960850264)"
S2882,Rift Valley Secondary School,Monduli,Arusha,53,2656,128,52,40.625,1569,secondary,government,Majengo,574,25,10,0,126,67,12.375,35.816539766,-3.3696142938,"(-3.3696142938, 35.816539766)"
S2883,Irkisale Secondary School,Monduli,Arusha,44,3130,84,23,27.38095238,2726,secondary,government,Lolkisale,403,14,7,0,61,27,16.61904762,36.4373327083,-3.7656934605,"(-3.7656934605, 36.4373327083)"
S2884,Oltinga Secondary School,Monduli,Arusha,52,3180,54,9,16.66666667,3808,secondary,government,Selela,382,19,7,0,56,29,35.33333333,35.927333816,-3.2458583157,"(-3.2458583157, 35.927333816)"
S2885,Olesokoine Secondary School,Monduli,Arusha,50,3206,60,12,20,3530,secondary,government,Monduli Juu,228,22,5,0,54,27,30,36.4443504258,-3.2310724008,"(-3.2310724008, 36.4443504258)"
S2886,Mtekente Secondary School,Iramba,Singida,38,3800,28,13,46.42857143,1884,secondary,,,,,,,21,8,-8.428571429,34.2179849384,-4.5388278565,"(-4.5388278565, 34.2179849384)"
S2887,Mitunduruni Secondary School,Singida Municipal,Singida,30,3759,121,24,19.83471074,3442,secondary,government,Mitunduruni,235,25,1,0,53,16,10.16528926,34.7832295686,-4.8002790406,"(-4.8002790406, 34.7832295686)"
S2888,Mazae Secondary School,Mpwapwa,Dodoma,63,2080,84,22,26.19047619,2909,secondary,,,,,,,46,29,36.80952381,,,
S2889,Mwanakyanga Secondary School,Mpwapwa,Dodoma,56,1762,102,22,21.56862745,3382,secondary,,,,,,,71,40,34.43137255,,,
S2890,Kizota Secondary School,Dodoma Municipal,Dodoma,85,743,128,36,28.125,2208,secondary,government,Kizota,430,40,2,,55,47,56.875,,,
S2891,Umonga Secondary School,Dodoma Municipal,Dodoma,57,2279,152,32,21.05263158,3353,secondary,government,Majengo,773,36,2,,115,66,35.94736842,,,
S2892,Hazina Secondary School,Dodoma Municipal,Dodoma,58,1162,121,56,46.28099174,1259,secondary,government,Hazina,500,27,2,,104,60,11.71900826,,,
S2893,Mkonze Secondary School,Dodoma Municipal,Dodoma,61,2248,83,21,25.30120482,2920,secondary,government,Mkonze,349,33,2,,36,22,35.69879518,35.7163676156,-6.214730031,"(-6.214730031, 35.7163676156)"
S2894,Makole Secondary School,Dodoma Municipal,Dodoma,54,2657,123,55,44.71544715,974,secondary,government,Ipagala,628,45,2,,125,67,9.284552846,35.7925039282,-7.9627880952,"(-7.9627880952, 35.7925039282)"
S2895,Ng'hong'hona Secondary School,Dodoma Municipal,Dodoma,53,2192,51,33,64.70588235,576,secondary,government,Nghong'onha,270,15,2,,40,21,-11.70588235,,,
S2896,Ihumwa Secondary School,Dodoma Municipal,Dodoma,58,1677,96,22,22.91666667,3224,secondary,government,Mtumba,308,25,2,,43,25,35.08333333,,,
S2897,Nzuguni Secondary School,Dodoma Municipal,Dodoma,63,2402,66,17,25.75757576,3280,secondary,government,Nzuguni,384,38,2,,41,26,37.24242424,35.836769453,-6.1297345637,"(-6.1297345637, 35.836769453)"
S2898,Chihanga Secondary School,Dodoma Municipal,Dodoma,75,2843,13,3,23.07692308,3538,secondary,government,Chihanga,103,14,2,,8,6,51.92307692,,,
S2899,Ipala Secondary School,Dodoma Municipal,Dodoma,43,3464,34,9,26.47058824,3231,secondary,government,Ipala,151,12,2,,30,13,16.52941176,35.9445752073,-6.0183353798,"(-6.0183353798, 35.9445752073)"
S2900,Zuzu Secondary School,Dodoma Municipal,Dodoma,87,834,32,12,37.5,2165,secondary,government,Zuzu,141,17,2,,23,20,49.5,35.6385371831,-6.1651054206,"(-6.1651054206, 35.6385371831)"
S2901,Jaila Secondary School,Kilindi,Tanga,97,560,103,57,55.33980583,1105,secondary,,,,,,,78,76,41.66019417,37.9377196105,-5.3945144108,"(-5.3945144108, 37.9377196105)"
S2902,Mihambwe Secondary School,Tandahimba,Mtwara,55,2602,28,9,32.14285714,3301,secondary,government,Mihambwe,145,10,1,0,11,6,22.85714286,39.7935234016,-10.8156099094,"(-10.8156099094, 39.7935234016)"
S2903,Mwagi Secondary School,Kwimba,Mwanza,37,3423,95,27,28.42105263,3210,secondary,,,,,,,62,23,8.578947368,,,
S2904,Ng'hundi Secondary School,Kwimba,Mwanza,51,1789,58,25,43.10344828,1727,secondary,,,,,,,53,27,7.896551724,,,
S2905,Bupamwa Secondary School,Kwimba,Mwanza,51,2452,32,19,59.375,861,secondary,,,,,,,37,19,-8.375,33.075662044,-3.2200725638,"(-3.2200725638, 33.075662044)"
S2906,Mwandu Secondary School,Kwimba,Mwanza,48,2651,57,15,26.31578947,2749,secondary,,,,,,,54,26,21.68421053,33.4558272432,-2.877624682,"(-2.877624682, 33.4558272432)"
S2907,Olokii Secondary School,Arusha,Arusha,55,2371,169,76,44.9704142,1262,secondary,government,Bwawani,691,17,0,4,169,93,10.0295858,36.8109244741,-3.5735324669,"(-3.5735324669, 36.8109244741)"
S2908,Nkoarisambu Secondary School,Meru,Arusha,40,2727,124,57,45.96774194,1158,secondary,government,Nkoarisambu,569,19,5,0,161,64,-5.967741936,36.7717138963,-3.3341271201,"(-3.3341271201, 36.7717138963)"
S2909,Musa Secondary School,Arusha,Arusha,49,3439,51,17,33.33333333,2902,secondary,government,Musa,402,12,0,0,57,28,15.66666667,36.5218958661,-3.3240551544,"(-3.3240551544, 36.5218958661)"
S2910,Olturumet Secondary School,Arusha,Arusha,17,4268,62,7,11.29032258,3912,secondary,,,,,,,65,11,5.709677419,36.6080511184,-3.3145062552,"(-3.3145062552, 36.6080511184)"
S2911,Namanga Secondary School,Longido,Arusha,35,3764,118,28,23.72881356,3261,secondary,government,Namanga,526,46,11,0,138,48,11.27118644,36.7937395891,-2.5644538005,"(-2.5644538005, 36.7937395891)"
S2912,Engarenaboir Secondary School,Longido,Arusha,31,3936,70,8,11.42857143,3922,secondary,,,,,,,91,28,19.57142857,36.4923574732,-2.533761999,"(-2.533761999, 36.4923574732)"
S2913,Mang'ola Secondary School,Karatu,Arusha,71,1205,79,35,44.30379747,1150,secondary,government,Mang'ola,327,12,5,0,45,32,26.69620253,35.3291739502,-3.5033480349,"(-3.5033480349, 35.3291739502)"
S2914,Baray Secondary School,Karatu,Arusha,76,1117,58,32,55.17241379,1203,secondary,government,Baray,190,9,4,0,38,29,20.82758621,35.3270401663,-3.5885130086,"(-3.5885130086, 35.3270401663)"
S2915,Kilimatembo Secondary School,Karatu,Arusha,57,1691,110,45,40.90909091,1483,secondary,government,Rhotia,314,19,4,0,104,59,16.09090909,35.7294432766,-3.3443720805,"(-3.3443720805, 35.7294432766)"
S2916,Gyekrumlambo Secondary School,Karatu,Arusha,62,1816,44,19,43.18181818,1945,secondary,government,Qurus,178,10,2,0,26,16,18.81818182,,,
S2917,Basodesh Secondary School,Hanang,Manyara,45,3344,60,25,41.66666667,1572,secondary,government,Basodesh,149,15,2,,40,18,3.333333333,,,
S2918,Arritsaayo Secondary School,Babati,Manyara,53,2703,73,29,39.7260274,2105,secondary,government,Arri,274,15,4,0,98,52,13.2739726,35.5886172027,-4.2407325755,"(-4.2407325755, 35.5886172027)"
S2919,Qash Secondary School,Babati,Manyara,33,3943,32,8,25,2787,secondary,government,Qash,371,12,4,0,64,21,8,35.8683584661,-4.322030053,"(-4.322030053, 35.8683584661)"
S2920,Vihokoli Secondary School,Newala,Mtwara,0,4351,19,4,21.05263158,3854,secondary,government,Nandwahi,136,12,1,0,8,0,-21.05263158,39.4064074251,-10.6336477187,"(-10.6336477187, 39.4064074251)"
S2921,Isangu Secondary School,Mbozi,Mbeya,63,1169,213,86,40.37558685,1481,secondary,,,,,,,152,96,22.62441315,32.9279830845,-9.0808223394,"(-9.0808223394, 32.9279830845)"
S2922,Mpakani Secondary School,Mbozi,Mbeya,80,1009,163,42,25.76687117,2659,secondary,,,,,,,93,74,54.23312883,32.7884342784,-9.2961095289,"(-9.2961095289, 32.7884342784)"
S2923,Msankwi Secondary School,Mbozi,Mbeya,94,1126,126,56,44.44444444,1404,secondary,,,,,,,48,45,49.55555556,33.1737483661,-9.1395080926,"(-9.1395080926, 33.1737483661)"
S2924,Nanswilu Secondary School,Mbozi,Mbeya,46,2950,70,31,44.28571429,1563,secondary,,,,,,,61,28,1.714285714,,,
S2925,Nalyelye Secondary School,Mbozi,Mbeya,80,749,130,97,74.61538462,513,secondary,,,,,,,173,138,5.384615385,,,
S2926,Kapele Secondary School,Mbozi,Mbeya,63,2991,35,17,48.57142857,2179,secondary,,,,,,,19,12,14.42857143,,,
S2927,Chitete Secondary School,Mbozi,Mbeya,67,991,22,16,72.72727273,760,secondary,,,,,,,9,6,-5.727272727,,,
S2928,Ndugu Secondary School,Mbozi,Mbeya,74,1581,166,70,42.1686747,1380,secondary,,,,,,,157,116,31.8313253,32.977265045,-9.1407067175,"(-9.1407067175, 32.977265045)"
S2929,Bara Secondary School,Mbozi,Mbeya,65,1640,58,29,50,1418,secondary,,,,,,,55,36,15,,,
S2930,Iganya Secondary School,Mbozi,Mbeya,59,2225,108,34,31.48148148,2394,secondary,,,,,,,37,22,27.51851852,,,
S2931,Ivuna Secondary School,Mbozi,Mbeya,52,3238,33,17,51.51515152,1921,secondary,,,,,,,29,15,0.484848485,,,
S2932,Idimi Secondary School,Mbozi,Mbeya,61,2137,147,53,36.05442177,2216,secondary,,,,,,,82,50,24.94557823,,,
S2933,Shiwinga Secondary School,Mbozi,Mbeya,85,804,111,32,28.82882883,2630,secondary,,,,,,,86,73,56.17117117,,,
S2934,Msangawale Secondary School,Mbozi,Mbeya,57,1902,69,48,69.56521739,636,secondary,,,,,,,63,36,-12.56521739,,,
S2935,Image-vosa Secondary School,Kilolo,Iringa,49,2231,93,27,29.03225806,1866,secondary,,,,,,,41,20,19.96774194,36.0879866052,-7.6277213576,"(-7.6277213576, 36.0879866052)"
S2936,Baga Secondary School,Lushoto,Tanga,57,2632,47,13,27.65957447,2937,secondary,,,,,,,56,32,29.34042553,38.4229767732,-4.7858842644,"(-4.7858842644, 38.4229767732)"
S2937,Hemtoye Secondary School,Lushoto,Tanga,29,4142,35,3,8.571428571,4051,secondary,,,,,,,17,5,20.42857143,,,
S2938,Kitala Secondary School,Lushoto,Tanga,30,3956,65,13,20,3294,secondary,,,,,,,76,23,10,38.299360937,-4.8350605722,"(-4.8350605722, 38.299360937)"
S2939,Kivilicha Secondary School,Lushoto,Tanga,51,2478,50,10,20,3557,secondary,,,,,,,39,20,31,,,
S2940,Kwamongo Secondary School,Lushoto,Tanga,29,3613,79,12,15.18987342,3708,secondary,,,,,,,69,20,13.81012658,38.3730509865,-4.8699964528,"(-4.8699964528, 38.3730509865)"
S2941,Kwehangala Secondary School,Lushoto,Tanga,42,3737,79,17,21.51898734,3108,secondary,,,,,,,72,30,20.48101266,,,
S2942,Kwemashai Secondary School,Lushoto,Tanga,23,4171,66,13,19.6969697,2609,secondary,,,,,,,53,12,3.303030303,38.3172181854,-4.8062672059,"(-4.8062672059, 38.3172181854)"
S2943,Kweulasi Secondary School,Lushoto,Tanga,23,4257,37,1,2.702702703,4123,secondary,,,,,,,22,5,20.2972973,38.4813517,-4.6340794,"(-4.6340794, 38.4813517)"
S2944,Magamba Secondary School,Lushoto,Tanga,43,2972,90,39,43.33333333,1587,secondary,,,,,,,102,44,-0.333333333,38.2978300712,-4.7355439795,"(-4.7355439795, 38.2978300712)"
S2945,Mibukwe Secondary School,Lushoto,Tanga,52,2824,43,8,18.60465116,3643,secondary,,,,,,,23,12,33.39534884,,,
S2946,Msale Secondary School,Lushoto,Tanga,63,1368,37,12,32.43243243,2349,secondary,,,,,,,30,19,30.56756757,38.3644489561,-4.6418631743,"(-4.6418631743, 38.3644489561)"
S2947,Ngulwi Secondary School,Lushoto,Tanga,16,4302,51,9,17.64705882,3598,secondary,,,,,,,61,10,-1.647058824,38.2976781497,-4.8403507307,"(-4.8403507307, 38.2976781497)"
S2948,Masange Juu Secondary School,Lushoto,Tanga,93,619,55,38,69.09090909,796,secondary,,,,,,,41,38,23.90909091,38.3763572107,-4.7850021078,"(-4.7850021078, 38.3763572107)"
S2949,Mazashai Secondary School,Lushoto,Tanga,46,3536,40,12,30,2670,secondary,,,,,,,24,11,16,38.4221068873,-4.6158052371,"(-4.6158052371, 38.4221068873)"
S2950,Mazumbai Secondary School,Lushoto,Tanga,38,3738,49,11,22.44897959,3327,secondary,,,,,,,86,33,15.55102041,38.4961472297,-4.7709431971,"(-4.7709431971, 38.4961472297)"
S2951,Mbwei Secondary School,Lushoto,Tanga,33,3938,30,10,33.33333333,2860,secondary,,,,,,,24,8,-0.333333333,38.4214696862,-4.678639968,"(-4.678639968, 38.4214696862)"
S2952,Mdando Secondary School,Lushoto,Tanga,80,1786,34,6,17.64705882,3234,secondary,,,,,,,20,16,62.35294118,38.4654154,-4.6535985,"(-4.6535985, 38.4654154)"
S2953,Kireti Secondary School,Lushoto,Tanga,42,3153,39,7,17.94871795,3335,secondary,,,,,,,33,14,24.05128205,38.3451457032,-4.7108945132,"(-4.7108945132, 38.3451457032)"
S2954,Balozi Mshangama Secondary School,Lushoto,Tanga,26,3925,46,9,19.56521739,3367,secondary,,,,,,,34,9,6.434782609,38.3433403,-4.7989113,"(-4.7989113, 38.3433403)"
S2955,Mtumbi Secondary School,Lushoto,Tanga,41,3259,130,32,24.61538462,2943,secondary,,,,,,,116,48,16.38461538,38.3054271354,-4.6390756618,"(-4.6390756618, 38.3054271354)"
S2956,Biashara Bariadi Secondary School,Bariadi,Simiyu,56,2068,190,100,52.63157895,814,secondary,,,,,,,216,122,3.368421053,,,
S2957,Kidinda Secondary School,Bariadi,Simiyu,66,1218,152,74,48.68421053,1108,secondary,,,,,,,126,83,17.31578947,33.968237,-2.7959636,"(-2.7959636, 33.968237)"
S2958,Nyasosi Secondary School,Bariadi,Simiyu,77,682,41,19,46.34146341,2146,secondary,,,,,,,30,23,30.65853659,,,
S2959,Mwamlapa Secondary School,Bariadi,Simiyu,73,1960,35,14,40,2361,secondary,,,,,,,30,22,33,33.6771579555,-3.5337046924,"(-3.5337046924, 33.6771579555)"
S2960,Ng'wang'wali Secondary School,Bariadi,Simiyu,77,736,34,28,82.35294118,562,secondary,,,,,,,35,27,-5.352941177,,,
S2961,Itubukilo Secondary School,Bariadi,Simiyu,79,794,26,24,92.30769231,432,secondary,,,,,,,19,15,-13.30769231,33.8175423147,-2.8124522791,"(-2.8124522791, 33.8175423147)"
S2962,Mbiti Secondary School,Bariadi,Simiyu,85,1240,26,19,73.07692308,511,secondary,,,,,,,26,22,11.92307692,33.868530293,-2.7196568247,"(-2.7196568247, 33.868530293)"
S2963,Sakwe Secondary School,Bariadi,Simiyu,81,944,21,8,38.0952381,1899,secondary,,,,,,,16,13,42.9047619,33.868840519,-2.7755251834,"(-2.7755251834, 33.868840519)"
S2964,Miswaki Secondary School,Bariadi,Simiyu,69,1505,41,20,48.7804878,1712,secondary,,,,,,,36,25,20.2195122,33.8124012,-2.5895933,"(-2.5895933, 33.8124012)"
S2965,Lung'wa Secondary School,Itilima,Simiyu,77,2010,21,14,66.66666667,689,secondary,,,,,,,22,17,10.33333333,,,
S2966,Chinamili Secondary School,Itilima,Simiyu,67,3429,17,5,29.41176471,1901,secondary,,,,,,,6,4,37.58823529,,,
S2967,Budalabujiga Secondary School,Itilima,Simiyu,86,842,60,24,40,2274,secondary,,,,,,,28,24,46,,,
S2968,Lagangabilili Secondary School,Itilima,Simiyu,70,1422,67,32,47.76119403,2289,secondary,,,,,,,46,32,22.23880597,34.130941149,-2.9559742046,"(-2.9559742046, 34.130941149)"
S2969,Habiya Secondary School,Itilima,Simiyu,88,969,36,23,63.88888889,768,secondary,,,,,,,26,23,24.11111111,,,
S2970,Inalo Secondary School,Itilima,Simiyu,50,2013,76,23,30.26315789,2143,secondary,,,,,,,64,32,19.73684211,33.9343527799,-2.9128098902,"(-2.9128098902, 33.9343527799)"
S2971,Kinang'weli Secondary School,Itilima,Simiyu,67,1166,29,20,68.96551724,851,secondary,,,,,,,15,10,-1.965517241,,,
S2972,Bunamhala Mbugani Secondary School,Itilima,Simiyu,74,1247,68,39,57.35294118,868,secondary,,,,,,,50,37,16.64705882,,,
S2973,Mwalushu Secondary School,Itilima,Simiyu,72,1318,43,27,62.79069767,830,secondary,,,,,,,47,34,9.209302326,33.9870665405,-3.0542401072,"(-3.0542401072, 33.9870665405)"
S2974,Igaganulwa Secondary School,Bariadi,Simiyu,85,878,71,41,57.74647887,1423,secondary,,,,,,,46,39,27.25352113,33.9788362323,-2.5362676272,"(-2.5362676272, 33.9788362323)"
S2975,Ikinabushu Secondary School,Bariadi,Simiyu,100,658,16,10,62.5,1124,secondary,,,,,,,24,24,37.5,34.0576255,-2.4927864,"(-2.4927864, 34.0576255)"
S2976,Ikungulyabashashi Secondary School,Bariadi,Simiyu,89,1042,39,34,87.17948718,467,secondary,,,,,,,19,17,1.820512821,33.9523226,-2.6228567,"(-2.6228567, 33.9523226)"
S2977,Kilabela Secondary School,Bariadi,Simiyu,20,3684,8,4,50,1993,secondary,,,,,,,5,1,-30,34.0356731726,-2.5401309271,"(-2.5401309271, 34.0356731726)"
S2978,Byuna Secondary School,Bariadi,Simiyu,75,1194,20,9,45,1905,secondary,,,,,,,16,12,30,34.1551181306,-2.577060715,"(-2.577060715, 34.1551181306)"
S2979,Ikindilo Secondary School,Itilima,Simiyu,74,1882,36,20,55.55555556,1372,secondary,,,,,,,19,14,18.44444444,,,
S2980,Ikungulipu Secondary School,Itilima,Simiyu,53,1835,60,26,43.33333333,1967,secondary,,,,,,,38,20,9.666666667,33.9961078629,-2.9224266562,"(-2.9224266562, 33.9961078629)"
S2981,Idoselo Secondary School,Itilima,Simiyu,70,1541,47,30,63.82978723,794,secondary,,,,,,,64,45,6.170212766,33.889277564,-3.0150843413,"(-3.0150843413, 33.889277564)"
S2982,Bukingwaminzi Secondary School,Itilima,Simiyu,67,1284,20,14,70,620,secondary,,,,,,,21,14,-3,,,
S2983,Mwakilangi Secondary School,Itilima,Simiyu,100,709,10,7,70,1992,secondary,,,,,,,1,1,30,,,
S2984,Sunzula Secondary School,Itilima,Simiyu,75,1578,24,10,41.66666667,1966,secondary,,,,,,,16,12,33.33333333,,,
S2985,Madilana Secondary School,Itilima,Simiyu,74,1265,35,22,62.85714286,544,secondary,,,,,,,35,26,11.14285714,,,
S2987,Ndoleleji Secondary School,Itilima,Simiyu,76,1045,40,27,67.5,1053,secondary,,,,,,,17,13,8.5,34.297785434,-2.9263955091,"(-2.9263955091, 34.297785434)"
S2988,Mwamtani Secondary School,Itilima,Simiyu,100,596,19,13,68.42105263,632,secondary,,,,,,,10,10,31.57894737,,,
S2989,Sagata Secondary School,Itilima,Simiyu,97,552,47,23,48.93617021,903,secondary,,,,,,,36,35,48.06382979,,,
S2990,Chenge Secondary School,Bariadi,Simiyu,71,2082,44,22,50,1788,secondary,,,,,,,34,24,21,33.973083,-2.7483605,"(-2.7483605, 33.973083)"
S2991,Guduwi Secondary School,Bariadi,Simiyu,72,1836,15,8,53.33333333,1570,secondary,,,,,,,29,21,18.66666667,33.9211524,-2.6799059,"(-2.6799059, 33.9211524)"
S2992,Gegedi Secondary School,Bariadi,Simiyu,65,1315,24,12,50,981,secondary,,,,,,,26,17,15,34.2428186377,-2.6247897193,"(-2.6247897193, 34.2428186377)"
S2993,Banemhi Secondary School,Bariadi,Simiyu,71,1711,9,5,55.55555556,1052,secondary,,,,,,,14,10,15.44444444,34.0443677671,-2.6250534098,"(-2.6250534098, 34.0443677671)"
S2994,Ibulyu Secondary School,Bariadi,Simiyu,72,1428,55,17,30.90909091,2743,secondary,,,,,,,25,18,41.09090909,33.9343611181,-2.7777907755,"(-2.7777907755, 33.9343611181)"
S2995,Kasoli Secondary School,Bariadi,Simiyu,56,2797,72,18,25,3556,secondary,,,,,,,48,27,31,33.7251519418,-2.6417899677,"(-2.6417899677, 33.7251519418)"
S2996,Nyawa Secondary School,Bariadi,Simiyu,86,614,34,27,79.41176471,530,secondary,,,,,,,14,12,6.588235294,,,
S2997,Nkindwabiye Secondary School,Bariadi,Simiyu,76,923,65,45,69.23076923,769,secondary,,,,,,,29,22,6.769230769,34.2061152761,-2.5111917363,"(-2.5111917363, 34.2061152761)"
